ID,order_id,payment_sequential,payment_type,payment_installments,payment_value
20739,20463,1,credit_card,2,143.67
20740,20464,1,credit_card,1,89.63
20741,20465,1,credit_card,2,87.06
20742,20466,1,credit_card,4,41.84
20743,20467,1,credit_card,2,69.33
20744,20468,1,credit_card,1,12.99
20745,20469,1,credit_card,5,61.05
20746,20470,2,voucher,1,30.47
20747,20471,1,credit_card,4,59.72
20748,20472,1,boleto,1,18.62
20749,20473,1,credit_card,3,163.79
20750,20474,1,boleto,1,70.49
20751,20475,1,credit_card,1,129.19
20752,20476,1,boleto,1,1373.83
20753,20477,1,credit_card,1,61.72
20754,20478,1,credit_card,10,177.35
20755,20479,1,credit_card,2,56.13
20756,20480,1,credit_card,1,178.34
20757,20481,1,credit_card,10,169.23
20758,20482,1,credit_card,2,119.02
20759,20483,1,credit_card,3,72.83
20760,20484,1,boleto,1,59.78
20761,20485,1,credit_card,3,726.71
20762,20486,1,credit_card,2,96.80
20763,20487,1,credit_card,2,40.69
20764,20488,1,credit_card,9,99.90
20765,20489,1,credit_card,1,77.98
20766,20490,1,credit_card,2,24.00
20767,20491,1,credit_card,6,60.42
20768,20492,1,credit_card,2,158.73
20769,20493,1,credit_card,1,64.10
20770,20494,1,boleto,1,38.13
20771,20495,1,credit_card,2,115.45
20772,7951,1,credit_card,1,48.06
20773,20496,1,boleto,1,859.02
20774,20497,1,credit_card,3,73.81
20775,20498,1,credit_card,1,45.19
20776,20499,1,credit_card,3,206.08
20777,20500,1,credit_card,6,154.67
20778,20501,1,credit_card,4,44.82
20779,20502,1,credit_card,1,70.72
20780,20503,1,boleto,1,48.21
20781,20504,1,credit_card,1,26.29
20782,20505,1,credit_card,7,76.08
20783,20506,1,credit_card,8,183.61
20784,20507,1,boleto,1,32.67
20785,20508,1,credit_card,3,410.53
20786,20509,1,boleto,1,18.77
20787,20510,1,boleto,1,81.50
20788,20511,1,boleto,1,60.42
20789,20512,1,credit_card,1,36.28
20790,20513,1,credit_card,1,21.78
20791,20514,1,credit_card,1,85.85
20792,20515,1,credit_card,3,35.77
20793,20516,1,credit_card,1,34.00
20794,20517,1,credit_card,7,154.10
20795,20518,1,credit_card,1,36.17
20796,20519,1,credit_card,2,198.53
20797,20520,1,credit_card,1,149.88
20798,20521,1,boleto,1,77.57
20799,20522,1,credit_card,1,151.65
20800,20523,1,boleto,1,205.47
20801,20524,1,credit_card,5,116.98
20802,20525,1,credit_card,1,63.53
20803,20526,1,credit_card,8,83.89
20804,20527,1,boleto,1,99.90
20805,20528,1,credit_card,4,230.19
20806,20529,1,credit_card,12,671.39
20807,20530,1,credit_card,1,36.84
20808,20531,1,voucher,1,21.39
20809,182,2,voucher,1,20.00
20810,20532,1,credit_card,8,2031.47
20811,20533,1,credit_card,1,94.06
20812,20534,1,credit_card,1,40.27
20813,20535,1,credit_card,4,64.51
20814,20536,1,credit_card,2,214.73
20815,20537,1,credit_card,1,249.67
20816,20538,1,boleto,1,43.27
20817,20539,1,credit_card,9,186.30
20818,20540,1,boleto,1,343.64
20819,20541,1,credit_card,6,165.50
20820,20542,1,credit_card,1,108.81
20821,20543,1,credit_card,3,153.48
20822,20544,1,credit_card,6,69.03
20823,20545,1,credit_card,3,144.40
20824,20546,1,credit_card,5,59.74
20825,20547,1,credit_card,3,92.74
20826,20548,1,credit_card,1,74.16
20827,20549,1,credit_card,3,144.85
20828,20550,1,credit_card,2,76.09
20829,20551,1,credit_card,10,343.54
20830,20552,2,voucher,1,20.00
20831,20553,1,credit_card,1,50.09
20832,20554,1,credit_card,10,1733.70
20833,20555,2,voucher,1,26.31
20834,20556,1,credit_card,2,27.97
20835,20557,1,credit_card,1,73.25
20836,20558,1,credit_card,6,162.15
20837,20559,1,boleto,1,136.63
20838,20560,1,boleto,1,79.93
20839,20561,1,credit_card,2,68.53
20840,20562,1,credit_card,3,166.69
20841,20563,1,credit_card,8,81.36
20842,20564,1,credit_card,3,70.44
20843,20565,1,boleto,1,722.05
20844,20566,1,credit_card,2,188.50
20845,20567,1,credit_card,3,80.55
20846,20568,1,credit_card,1,12.47
20847,20569,1,credit_card,3,220.29
20848,20570,1,boleto,1,41.84
20849,20571,1,credit_card,1,67.50
20850,20572,1,credit_card,5,52.69
20851,20573,1,credit_card,1,45.11
20852,20574,1,boleto,1,644.45
20853,20575,1,credit_card,4,138.84
20854,20576,1,credit_card,2,99.90
20855,20577,1,credit_card,3,285.63
20856,20578,1,credit_card,1,74.50
20857,20579,1,credit_card,3,44.24
20858,8630,3,voucher,1,20.00
20859,20580,1,credit_card,10,146.17
20860,20581,1,boleto,1,868.24
20861,20582,1,boleto,1,95.21
20862,20583,1,credit_card,1,28.62
20863,20584,1,credit_card,4,353.58
20864,20585,1,credit_card,1,46.27
20865,20586,1,credit_card,4,47.38
20866,20587,1,credit_card,1,78.76
20867,20588,1,credit_card,1,35.35
20868,20589,1,credit_card,10,714.18
20869,20590,1,boleto,1,298.32
20870,20591,1,credit_card,1,379.97
20871,20592,1,credit_card,1,33.37
20872,20593,1,credit_card,4,215.15
20873,20594,1,credit_card,1,33.68
20874,20595,1,credit_card,10,143.99
20875,20596,1,credit_card,1,228.01
20876,20597,1,credit_card,4,203.67
20877,9181,2,voucher,1,50.00
20878,20598,1,credit_card,1,61.62
20879,20599,1,boleto,1,50.18
20880,20600,1,credit_card,10,178.56
20881,20601,1,credit_card,3,64.60
20882,20602,1,credit_card,1,35.75
20883,20603,1,boleto,1,31.75
20884,20604,1,credit_card,1,254.73
20885,20605,1,credit_card,6,103.84
20886,20606,1,credit_card,1,55.87
20887,20607,1,credit_card,1,84.58
20888,20608,1,credit_card,8,135.49
20889,20609,1,credit_card,3,627.54
20890,20610,1,credit_card,3,117.43
20891,20611,1,credit_card,7,73.76
20892,20612,1,credit_card,1,30.44
20893,20613,1,credit_card,4,93.48
20894,20614,1,credit_card,6,68.33
20895,20615,1,credit_card,1,46.71
20896,20616,1,credit_card,5,106.90
20897,20617,1,credit_card,1,26.00
20898,20618,1,credit_card,5,157.30
20899,20619,1,credit_card,6,119.04
20900,20620,1,credit_card,8,220.04
20901,20621,1,credit_card,1,55.91
20902,20622,1,credit_card,10,247.75
20903,20623,1,boleto,1,40.00
20904,20624,1,boleto,1,111.21
20905,20625,1,credit_card,4,45.93
20906,20626,1,credit_card,1,144.12
20907,20627,1,credit_card,4,197.97
20908,20628,1,credit_card,10,643.84
20909,20629,1,credit_card,2,89.09
20910,20630,1,boleto,1,84.12
20911,20229,2,voucher,1,17.53
20912,20631,1,credit_card,3,38.94
20913,20632,1,credit_card,2,205.29
20914,20633,1,credit_card,2,48.22
20915,20634,1,credit_card,1,63.00
20916,20635,1,credit_card,6,195.91
20917,20636,1,credit_card,4,412.43
20918,20637,2,voucher,1,50.00
20919,20638,1,boleto,1,213.64
20920,20639,1,credit_card,2,136.37
20921,20640,1,credit_card,8,182.10
20922,20641,1,credit_card,2,133.04
20923,20642,1,credit_card,1,172.52
20924,20643,1,credit_card,3,162.04
20925,20644,2,voucher,1,37.16
20926,20645,1,credit_card,10,148.92
20927,20646,1,credit_card,1,91.16
20928,20647,1,credit_card,6,60.70
20929,20648,1,credit_card,1,62.69
20930,20649,1,credit_card,1,89.91
20931,20650,1,credit_card,1,83.49
20932,20651,1,credit_card,5,149.54
20933,20652,2,voucher,1,19.68
20934,20653,1,boleto,1,82.56
20935,20654,1,credit_card,3,65.05
20936,15144,1,credit_card,10,1800.00
20937,20655,1,credit_card,2,150.69
20938,20656,1,boleto,1,51.84
20939,20657,1,credit_card,1,66.20
20940,20658,1,credit_card,4,112.30
20941,20659,1,boleto,1,42.77
20942,20660,1,credit_card,1,48.13
20943,20661,1,boleto,1,421.65
20944,20662,1,credit_card,1,31.23
20945,20663,1,credit_card,1,53.83
20946,20664,1,credit_card,1,98.51
20947,20665,1,boleto,1,69.49
20948,20666,1,credit_card,3,282.41
20949,20667,1,credit_card,6,66.10
20950,20668,1,boleto,1,35.05
20951,20669,1,boleto,1,192.66
20952,20670,1,credit_card,1,67.50
20953,20671,1,credit_card,13,130.57
20954,20672,1,credit_card,3,152.82
20955,20673,1,credit_card,1,13.73
20956,20674,1,credit_card,1,56.22
20957,20675,1,boleto,1,158.91
20958,20676,1,credit_card,6,313.11
20959,20677,1,credit_card,1,20.29
20960,20678,1,boleto,1,138.06
20961,20679,1,credit_card,4,73.20
20962,20680,1,credit_card,2,78.14
20963,20681,1,boleto,1,150.39
20964,5143,1,credit_card,1,36.21
20965,20682,1,boleto,1,62.25
20966,20683,1,credit_card,1,46.22
20967,20684,1,credit_card,3,103.04
20968,20685,1,credit_card,2,81.75
20969,20686,1,credit_card,10,153.09
20970,20687,1,credit_card,2,174.41
20971,20688,1,credit_card,3,179.35
20972,20689,1,credit_card,3,115.45
20973,20690,1,credit_card,1,171.01
20974,20691,1,credit_card,2,146.68
20975,20692,1,credit_card,2,50.34
20976,20693,1,boleto,1,79.28
20977,20694,1,credit_card,1,113.15
20978,20695,1,boleto,1,54.30
20979,20696,1,credit_card,1,38.66
20980,20697,1,boleto,1,39.09
20981,20698,1,credit_card,2,79.04
20982,20699,1,credit_card,2,28.09
20983,20700,1,boleto,1,105.28
20984,20701,1,boleto,1,88.45
20985,20702,1,credit_card,5,53.92
20986,20703,1,credit_card,3,129.59
20987,20704,1,credit_card,1,32.29
20988,20705,1,credit_card,1,44.11
20989,20706,1,credit_card,3,84.14
20990,20707,1,boleto,1,590.36
20991,20708,1,credit_card,2,65.09
20992,20709,1,credit_card,1,41.68
20993,20710,1,credit_card,10,819.34
20994,20711,6,voucher,1,2.72
20995,20712,1,credit_card,1,63.79
20996,20713,1,credit_card,7,159.56
20997,20714,1,credit_card,1,47.64
20998,20715,1,credit_card,5,185.32
20999,20716,1,credit_card,1,24.38
21000,20717,1,credit_card,3,37.23
21001,20718,1,credit_card,1,2.61
21002,20719,1,credit_card,1,31.48
21003,9198,1,voucher,1,46.14
21004,20720,1,credit_card,1,167.00
21005,20721,2,voucher,1,500.00
21006,20722,1,boleto,1,176.78
21007,20723,1,boleto,1,87.51
21008,20724,1,debit_card,1,51.84
21009,20725,1,credit_card,6,117.85
21010,20726,1,credit_card,8,140.99
21011,20727,1,boleto,1,509.66
21012,20728,1,credit_card,2,73.98
21013,20729,1,credit_card,10,148.68
21014,20730,1,credit_card,4,43.85
21015,20731,1,boleto,1,97.78
21016,20732,1,boleto,1,221.39
21017,20733,1,boleto,1,189.00
21018,20734,1,boleto,1,73.93
21019,20735,1,credit_card,6,342.84
21020,20736,1,boleto,1,43.77
21021,20737,1,boleto,1,198.68
21022,20738,1,boleto,1,83.22
21023,20739,1,boleto,1,150.04
21024,20740,1,credit_card,1,91.66
21025,20741,1,credit_card,1,88.19
21026,20742,1,credit_card,4,46.28
21027,20743,1,credit_card,10,819.35
21028,20744,1,credit_card,7,74.49
21029,20745,1,credit_card,9,146.68
21030,20746,4,voucher,1,20.00
21031,20747,1,boleto,1,75.17
21032,20748,1,credit_card,1,87.16
21033,20749,1,credit_card,1,35.18
21034,20750,1,credit_card,3,33.78
21035,20751,1,credit_card,1,32.33
21036,20752,1,credit_card,3,1089.96
21037,20753,1,credit_card,1,204.05
21038,20754,1,credit_card,2,161.00
21039,20755,1,credit_card,1,649.14
21040,20756,1,credit_card,1,236.70
21041,20757,1,credit_card,7,110.00
21042,20758,1,credit_card,10,100.80
21043,20759,1,credit_card,5,114.90
21044,20760,1,credit_card,6,65.88
21045,20761,1,credit_card,1,510.78
21046,20762,1,boleto,1,81.68
21047,20763,1,credit_card,10,104.80
21048,20764,1,credit_card,4,327.25
21049,20765,1,credit_card,1,94.48
21050,20766,1,credit_card,1,104.15
21051,20767,1,boleto,1,220.23
21052,20768,1,credit_card,1,103.30
21053,20769,1,credit_card,4,1367.75
21054,20770,1,credit_card,2,65.71
21055,8189,2,voucher,1,50.00
21056,20771,1,credit_card,12,136.50
21057,20772,1,credit_card,1,261.71
21058,20773,1,credit_card,2,96.06
21059,20774,1,credit_card,2,93.39
21060,20775,1,credit_card,10,634.94
21061,20776,1,credit_card,1,140.07
21062,20777,1,boleto,1,81.78
21063,20778,1,boleto,1,58.00
21064,20779,1,credit_card,2,29.33
21065,20780,1,credit_card,3,30.70
21066,20781,1,credit_card,2,157.67
21067,20782,1,credit_card,10,130.00
21068,20783,1,credit_card,1,191.67
21069,20784,1,credit_card,6,297.84
21070,20785,1,credit_card,3,60.85
21071,20786,1,credit_card,5,227.76
21072,20787,1,boleto,1,44.09
21073,20788,1,voucher,1,47.57
21074,20789,1,credit_card,1,27.48
21075,20790,1,boleto,1,159.14
21076,20791,1,credit_card,4,40.86
21077,20792,1,credit_card,1,132.05
21078,20793,1,voucher,1,13.51
21079,20794,1,credit_card,1,62.22
21080,20795,1,boleto,1,66.78
21081,20796,1,credit_card,8,197.53
21082,20797,1,credit_card,2,47.30
21083,20798,1,credit_card,2,66.11
21084,20799,1,credit_card,1,42.55
21085,20800,1,boleto,1,74.05
21086,20801,1,credit_card,8,413.84
21087,20802,1,credit_card,4,117.77
21088,20803,1,credit_card,3,40.00
21089,20804,1,credit_card,2,91.76
21090,17479,1,voucher,1,20.80
21091,20805,1,boleto,1,40.53
21092,20806,1,credit_card,1,200.55
21093,20807,1,credit_card,6,109.60
21094,20808,1,boleto,1,220.79
21095,20809,1,credit_card,1,203.13
21096,20810,1,credit_card,1,96.74
21097,20811,1,boleto,1,58.61
21098,12273,2,voucher,1,94.90
21099,20812,1,credit_card,12,187.87
21100,20813,1,credit_card,2,605.57
21101,20814,1,credit_card,1,144.07
21102,20815,1,credit_card,1,65.55
21103,20816,1,credit_card,8,516.25
21104,20817,1,boleto,1,59.10
21105,20818,1,boleto,1,95.30
21106,20819,1,boleto,1,254.22
21107,20820,1,credit_card,10,157.67
21108,20821,1,boleto,1,158.10
21109,20822,1,credit_card,3,324.63
21110,20823,1,credit_card,1,47.00
21111,20824,1,credit_card,3,37.13
21112,20825,1,boleto,1,142.92
21113,20826,1,boleto,1,165.80
21114,20827,1,credit_card,2,134.58
21115,20828,1,credit_card,3,198.90
21116,20829,1,credit_card,6,144.12
21117,20830,1,boleto,1,172.52
21118,20831,1,credit_card,1,62.78
21119,20832,1,credit_card,1,87.18
21120,20833,1,credit_card,5,101.46
21121,20834,1,credit_card,3,81.72
21122,20835,1,credit_card,1,128.64
21123,20836,1,credit_card,9,98.90
21124,20837,1,credit_card,8,163.47
21125,20838,1,credit_card,4,43.27
21126,20839,1,credit_card,2,104.35
21127,20840,1,boleto,1,80.11
21128,20841,1,credit_card,3,119.06
21129,20842,1,credit_card,3,34.09
21130,20843,1,debit_card,1,139.80
21131,20844,1,credit_card,3,95.67
21132,20845,1,boleto,1,128.93
21133,4914,12,voucher,1,50.00
21134,20846,1,credit_card,5,87.72
21135,20847,1,credit_card,1,131.22
21136,20848,1,credit_card,4,163.98
21137,20849,1,boleto,1,140.33
21138,20850,1,credit_card,1,100.04
21139,20851,1,credit_card,1,66.22
21140,20852,1,credit_card,10,1520.77
21141,20853,1,credit_card,5,205.99
21142,20854,1,credit_card,2,92.76
21143,20855,1,credit_card,3,186.49
21144,20856,1,credit_card,10,180.19
21145,20857,1,credit_card,1,44.38
21146,20858,1,credit_card,2,84.14
21147,20859,1,credit_card,1,82.33
21148,20860,1,boleto,1,99.65
21149,20861,1,credit_card,1,190.06
21150,20862,1,credit_card,8,353.19
21151,20863,2,voucher,1,56.17
21152,20864,1,credit_card,1,394.85
21153,20865,1,boleto,1,57.62
21154,20866,1,credit_card,5,132.57
21155,20867,1,credit_card,7,87.05
21156,20868,1,credit_card,1,35.38
21157,20869,1,boleto,1,155.98
21158,20870,1,credit_card,1,296.41
21159,20871,1,credit_card,1,73.50
21160,20872,1,credit_card,8,215.14
21161,20873,1,boleto,1,113.77
21162,20874,1,credit_card,10,490.99
21163,20875,1,credit_card,1,116.81
21164,20876,1,credit_card,1,125.33
21165,20877,1,boleto,1,48.49
21166,20878,1,credit_card,3,35.05
21167,20879,1,credit_card,4,307.02
21168,20880,1,credit_card,10,100.54
21169,20881,1,boleto,1,140.06
21170,20882,1,credit_card,5,55.60
21171,20883,1,credit_card,9,148.20
21172,20884,1,credit_card,4,199.07
21173,20885,1,credit_card,1,68.87
21174,20886,1,credit_card,3,105.71
21175,20887,1,credit_card,2,94.21
21176,20888,1,credit_card,2,98.11
21177,20889,1,credit_card,10,624.91
21178,20890,1,credit_card,1,125.58
21179,20891,1,credit_card,6,180.24
21180,20892,1,credit_card,1,8.05
21181,20893,1,credit_card,1,115.37
21182,20894,1,credit_card,2,125.40
21183,20895,1,credit_card,2,99.22
21184,20896,1,credit_card,1,5.15
21185,20897,1,debit_card,1,63.27
21186,20898,1,credit_card,2,106.87
21187,20899,1,credit_card,1,58.95
21188,20900,1,voucher,1,42.07
21189,20901,1,credit_card,10,224.70
21190,20902,1,credit_card,2,134.28
21191,20903,1,credit_card,3,78.47
21192,20904,1,credit_card,1,62.41
21193,20905,1,credit_card,2,110.70
21194,20906,1,credit_card,3,266.28
21195,20907,1,credit_card,1,50.95
21196,20908,1,credit_card,1,22.65
21197,1223,1,voucher,1,8.33
21198,20909,1,credit_card,2,161.28
21199,20910,1,credit_card,1,2.68
21200,20911,1,credit_card,10,143.47
21201,20912,1,credit_card,10,409.54
21202,20913,1,credit_card,1,149.57
21203,20914,1,credit_card,4,76.66
21204,20915,1,boleto,1,315.92
21205,20916,1,credit_card,4,47.29
21206,20917,1,boleto,1,202.06
21207,20918,1,credit_card,2,99.34
21208,20919,1,credit_card,1,60.23
21209,20920,1,credit_card,3,299.76
21210,20921,1,credit_card,1,64.55
21211,20922,1,credit_card,1,55.61
21212,18633,2,voucher,1,100.00
21213,20923,1,boleto,1,75.39
21214,20924,1,credit_card,5,107.85
21215,20925,1,credit_card,1,29.23
21216,20926,1,boleto,1,29.10
21217,20927,1,credit_card,3,76.56
21218,20928,1,credit_card,6,148.77
21219,20929,1,credit_card,3,31.75
21220,20930,1,credit_card,3,222.61
21221,20931,1,credit_card,2,27.38
21222,20932,1,boleto,1,64.00
21223,20933,1,credit_card,4,172.97
21224,20934,1,boleto,1,173.53
21225,20935,1,credit_card,6,504.56
21226,20936,1,credit_card,3,78.55
21227,20937,1,credit_card,5,131.64
21228,20938,1,credit_card,1,66.45
21229,20939,1,credit_card,7,70.91
21230,20940,1,credit_card,6,141.66
21231,20941,1,credit_card,8,397.70
21232,20942,1,credit_card,2,116.57
21233,20943,1,credit_card,1,31.43
21234,20944,1,boleto,1,37.39
21235,20945,1,credit_card,1,23.89
21236,20946,2,voucher,1,20.00
21237,20947,1,credit_card,1,64.38
21238,20948,1,credit_card,1,64.71
21239,20949,1,credit_card,1,65.00
21240,20950,1,credit_card,3,136.46
21241,20951,1,credit_card,6,411.76
21242,20952,1,credit_card,8,214.54
21243,20953,1,credit_card,1,42.77
21244,20954,1,credit_card,7,75.60
21245,20955,1,boleto,1,157.94
21246,20956,1,credit_card,2,69.73
21247,20957,1,credit_card,1,73.34
21248,20958,1,credit_card,2,162.55
21249,7579,2,voucher,1,50.00
21250,20959,1,credit_card,6,69.99
21251,20960,1,credit_card,1,126.53
21252,20961,1,credit_card,3,805.95
21253,20962,1,credit_card,6,220.40
21254,20963,1,boleto,1,88.55
21255,20964,1,credit_card,2,57.09
21256,20965,1,credit_card,4,283.77
21257,20966,1,credit_card,3,159.16
21258,20967,1,credit_card,1,33.56
21259,20968,1,credit_card,1,101.73
21260,20969,1,credit_card,3,61.01
21261,20970,1,credit_card,3,212.02
21262,20971,1,credit_card,8,739.72
21263,20972,1,credit_card,1,152.12
21264,20973,1,boleto,1,328.67
21265,20974,1,credit_card,3,217.49
21266,20975,1,credit_card,5,181.29
21267,20976,1,credit_card,3,428.02
21268,20977,4,voucher,1,10.13
21269,20978,1,credit_card,8,132.72
21270,20979,1,credit_card,6,328.34
21271,20980,1,credit_card,1,35.84
21272,20981,1,credit_card,2,60.11
21273,20982,1,credit_card,2,349.49
21274,20983,1,credit_card,10,413.31
21275,20984,1,credit_card,1,28.09
21276,20985,1,credit_card,4,89.45
21277,20986,1,boleto,1,32.77
21278,15145,2,voucher,1,31.09
21279,20987,1,credit_card,1,145.56
21280,20988,1,credit_card,1,93.60
21281,20989,1,boleto,1,101.18
21282,20990,1,credit_card,4,93.65
21283,20991,1,credit_card,4,158.30
21284,20992,1,credit_card,1,35.23
21285,20993,1,credit_card,13,137.63
21286,20994,1,boleto,1,107.03
21287,20995,1,credit_card,10,119.19
21288,20996,1,credit_card,1,62.33
21289,20997,1,credit_card,1,81.43
21290,20998,1,boleto,1,102.48
21291,20999,1,credit_card,2,125.43
21292,21000,1,credit_card,1,123.81
21293,21001,1,credit_card,4,134.32
21294,21002,1,debit_card,1,117.38
21295,21003,1,boleto,1,500.96
21296,21004,1,credit_card,1,64.42
21297,21005,1,credit_card,1,27.68
21298,21006,1,credit_card,1,67.50
21299,21007,1,boleto,1,67.00
21300,21008,1,credit_card,2,21.43
21301,21009,1,credit_card,1,62.65
21302,21010,1,credit_card,10,758.32
21303,3557,3,voucher,1,20.24
21304,21011,1,credit_card,4,47.18
21305,21012,2,voucher,1,27.37
21306,21013,1,boleto,1,98.46
21307,21014,2,voucher,1,16.16
21308,21015,1,boleto,1,202.06
21309,21016,1,credit_card,8,424.55
21310,21017,1,credit_card,1,38.09
21311,21018,1,credit_card,3,64.17
21312,21019,1,credit_card,8,244.54
21313,21020,1,credit_card,1,140.55
21314,21021,2,voucher,1,24.51
21315,21022,1,boleto,1,60.10
21316,21023,1,credit_card,1,40.77
21317,21024,1,credit_card,1,42.58
21318,21025,1,credit_card,1,86.63
21319,21026,1,boleto,1,62.07
21320,21027,1,credit_card,1,171.55
21321,21028,1,boleto,1,85.83
21322,21029,1,credit_card,8,205.08
21323,21030,1,credit_card,10,271.64
21324,21031,1,credit_card,1,68.87
21325,21032,1,credit_card,3,106.23
21326,21033,1,credit_card,4,272.29
21327,21034,1,credit_card,7,82.68
21328,21035,1,credit_card,8,515.93
21329,21036,2,voucher,1,25.00
21330,21037,1,boleto,1,18.85
21331,21038,1,boleto,1,59.09
21332,21039,1,credit_card,7,167.95
21333,21040,1,credit_card,5,155.63
21334,21041,1,boleto,1,62.59
21335,21042,1,credit_card,1,32.86
21336,21043,1,boleto,1,123.09
21337,21044,1,credit_card,3,102.70
21338,21045,1,credit_card,10,823.07
21339,21046,1,boleto,1,104.28
21340,21047,1,debit_card,1,89.88
21341,21048,1,credit_card,3,113.62
21342,21049,1,credit_card,5,202.98
21343,21050,2,voucher,1,23.10
21344,21051,1,credit_card,1,66.53
21345,21052,1,boleto,1,202.13
21346,21053,1,credit_card,3,195.00
21347,21054,1,credit_card,1,24.69
21348,21055,1,credit_card,5,484.94
21349,21056,1,credit_card,2,171.55
21350,21057,1,credit_card,5,133.34
21351,21058,1,credit_card,2,98.22
21352,21059,1,credit_card,4,815.95
21353,21060,1,boleto,1,259.99
21354,21061,1,credit_card,5,56.73
21355,21062,1,credit_card,3,88.67
21356,21063,1,credit_card,1,62.83
21357,21064,1,credit_card,8,239.78
21358,21065,1,credit_card,10,195.00
21359,21066,1,credit_card,2,140.61
21360,21067,1,credit_card,2,188.06
21361,21068,1,boleto,1,167.71
21362,21069,1,credit_card,6,115.35
21363,21070,1,credit_card,4,353.13
21364,21071,2,voucher,1,67.29
21365,21072,1,credit_card,2,36.68
21366,21073,1,credit_card,8,204.49
21367,21074,1,credit_card,1,34.69
21368,21075,1,credit_card,5,113.77
21369,21076,1,credit_card,2,55.24
21370,21077,1,credit_card,3,246.35
21371,21078,1,credit_card,1,72.43
21372,21079,1,credit_card,1,63.38
21373,13279,2,voucher,1,1.50
21374,21080,1,credit_card,4,117.48
21375,21081,1,credit_card,2,213.83
21376,21082,1,credit_card,1,125.21
21377,21083,1,credit_card,1,76.94
21378,21084,1,credit_card,1,113.86
21379,21085,1,credit_card,1,61.79
21380,21086,1,credit_card,1,36.29
21381,21087,2,voucher,1,10.03
21382,21088,1,credit_card,3,61.50
21383,21089,1,credit_card,1,132.30
21384,21090,1,credit_card,4,96.32
21385,21091,1,credit_card,1,42.27
21386,21092,1,boleto,1,128.22
21387,21093,1,boleto,1,47.34
21388,21094,1,boleto,1,79.71
21389,21095,1,credit_card,10,225.88
21390,21096,1,credit_card,5,68.00
21391,21097,1,credit_card,2,57.73
21392,21098,1,credit_card,1,150.08
21393,21099,1,credit_card,4,61.04
21394,21100,1,credit_card,4,107.08
21395,21101,1,credit_card,2,166.01
21396,21102,1,credit_card,4,74.49
21397,21103,1,credit_card,7,108.12
21398,21104,1,credit_card,5,105.38
21399,21105,1,credit_card,2,34.95
21400,21106,1,credit_card,2,68.27
21401,21107,1,boleto,1,72.18
21402,21108,2,voucher,1,115.11
21403,21109,1,credit_card,1,48.21
21404,21110,1,credit_card,5,106.87
21405,21111,1,credit_card,6,1359.40
21406,21112,1,credit_card,1,59.10
21407,21113,1,boleto,1,269.20
21408,21114,1,credit_card,1,13.64
21409,21115,1,credit_card,9,384.79
21410,21116,1,credit_card,2,44.09
21411,21117,1,boleto,1,101.41
21412,21118,1,boleto,1,111.79
21413,21119,1,credit_card,1,96.80
21414,21120,1,credit_card,1,93.64
21415,21121,1,credit_card,1,55.04
21416,21122,1,credit_card,8,230.52
21417,21123,1,credit_card,6,223.01
21418,21124,1,boleto,1,180.32
21419,21125,1,voucher,1,119.89
21420,21126,1,credit_card,1,177.48
21421,21127,1,credit_card,3,71.63
21422,21128,1,boleto,1,29.34
21423,21129,1,credit_card,3,369.86
21424,21130,3,voucher,1,16.14
21425,21131,1,boleto,1,210.72
21426,21132,1,credit_card,4,214.73
21427,21133,1,credit_card,1,28.94
21428,21134,1,credit_card,1,4.68
21429,21135,1,credit_card,2,67.06
21430,21136,1,boleto,1,47.81
21431,21137,1,credit_card,1,25.50
21432,21138,1,credit_card,2,77.41
21433,21139,1,credit_card,4,357.16
21434,21140,1,boleto,1,60.85
21435,21141,1,boleto,1,76.63
21436,21142,1,credit_card,1,6.21
21437,21143,1,credit_card,5,165.50
21438,21144,1,credit_card,4,204.38
21439,21145,1,boleto,1,83.13
21440,21146,1,credit_card,2,200.82
21441,21147,1,credit_card,1,119.34
21442,21148,1,credit_card,5,275.40
21443,21149,1,credit_card,15,2647.76
21444,21150,1,credit_card,3,363.99
21445,21151,1,credit_card,1,204.18
21446,21152,1,credit_card,1,325.41
21447,21153,1,boleto,1,73.34
21448,4334,6,voucher,1,2.26
21449,21154,1,credit_card,10,709.59
21450,21155,1,credit_card,1,72.15
21451,21156,1,credit_card,3,32.54
21452,21157,1,credit_card,1,175.77
21453,21158,5,voucher,1,1.53
21454,21159,1,credit_card,1,38.03
21455,21160,1,credit_card,1,326.36
21456,21161,1,credit_card,1,20.73
21457,21162,1,credit_card,6,98.56
21458,21163,1,credit_card,6,103.33
21459,21164,1,boleto,1,43.75
21460,21165,1,credit_card,1,37.03
21461,21166,1,credit_card,5,155.26
21462,21167,1,credit_card,2,148.72
21463,21168,1,credit_card,2,109.97
21464,21169,1,credit_card,3,44.49
21465,21170,1,boleto,1,26.68
21466,21171,1,boleto,1,106.97
21467,21172,1,credit_card,4,43.09
21468,21173,1,credit_card,5,84.15
21469,21174,1,credit_card,3,64.28
21470,21175,1,credit_card,8,111.97
21471,21176,1,boleto,1,43.54
21472,21177,1,credit_card,3,37.07
21473,21178,1,credit_card,1,61.27
21474,21179,1,credit_card,2,26.29
21475,21180,1,boleto,1,77.71
21476,21181,1,credit_card,1,44.69
21477,21182,1,credit_card,1,34.00
21478,21183,1,credit_card,1,191.69
21479,21184,1,boleto,1,135.59
21480,21185,1,credit_card,1,136.26
21481,21186,1,credit_card,10,822.04
21482,21187,1,credit_card,8,84.58
