code,name,state
4304853,carlos gomes,RS
4104709,carlopolis,PR
3301207,carmo,RJ
3113909,carmo da cachoeira,MG
3114006,carmo da mata,MG
3114105,carmo de minas,MG
3114204,carmo do cajuru,MG
3114303,carmo do paranaiba,MG
3114402,carmo do rio claro,MG
5205000,carmo do rio verde,GO
1703883,carmolandia,TO
3113800,carmesia,MG
2801504,carmopolis,SE
3114501,carmopolis de minas,MG
2402501,carnaubais,RN
2303402,carnaubal,CE
2603926,carnaubeira da penha,PE
2603900,carnaiba,PE
2402402,carnauba dos dantas,RN
3114550,carneirinho,MG
2701803,carneiros,AL
1400233,caroebe,RR
2102804,carolina,MA
2604007,carpina,PE
3114600,carrancas,MG
2504108,carrapateira,PB
1703891,carrasco bonito,TO
2604106,caruaru,PE
2102903,carutapera,MA
3114808,carvalhos,MG
3114709,carvalhopolis,MG
3510807,casa branca,SP
3114907,casa grande,MG
2907202,casa nova,BA
4304903,casca,RS
3115003,cascalho rico,MG
2303501,cascavel,CE
4104808,cascavel,PR
1703909,caseara,TO
4304952,caseiros,RS
3301306,casimiro de abreu,RJ
2604155,casinhas,PE
2504157,casserengue,PB
5002902,cassilandia,MS
1502400,castanhal,PA
5102850,castanheira,MT
1100908,castanheiras,RO
3201407,castelo,ES
2202604,castelo do piaui,PI
5205059,castelandia,GO
3511003,castilho,SP
4104907,castro,PR
2907301,castro alves,BA
3115300,cataguases,MG
5205109,catalao,GO
3511102,catanduva,SP
4105003,catanduvas,PR
4204004,catanduvas,SC
2303600,catarina,CE
3115359,catas altas,MG
3115409,catas altas da noruega,MG
2604205,catende,PE
3511201,catigua,SP
2504207,catingueira,PB
2907400,catolandia,BA
2504306,catole do rocha,PB
2907509,catu,BA
3115458,catuji,MG
2303659,catunda,CE
2907558,caturama,BA
5205208,caturai,GO
2504355,caturite,PB
3115474,catuti,MG
4305009,catuipe,RS
2303709,caucaia,CE
5205307,cavalcante,GO
3115508,caxambu,MG
4204103,caxambu do sul,SC
2103000,caxias,MA
4305108,caxias do sul,RS
2202653,caxingo,PI
4203006,cacador,SC
3508504,cacapava,SP
4302808,cacapava do sul,RS
5204300,cacu,GO
2905107,caem,BA
2402600,ceara mirim,RN
2103109,cedral,MA
3511300,cedral,SP
2303808,cedro,CE
2604304,cedro,PE
2801603,cedro de sao joao,SE
3115607,cedro do abaete,MG
4204152,celso ramos,SC
1704105,centenario,TO
4305116,centenario,RS
4105102,centenario do sul,PR
2907608,central,BA
3115706,central de minas,MG
2103125,central do maranhao,MA
3115805,centralina,MG
2103174,centro novo do maranhao,MA
2103158,centro do guilherme,MA
1100056,cerejeiras,RO
5205406,ceres,GO
3511409,cerqueira cesar,SP
3511508,cerquilho,SP
4305124,cerrito,RS
4105201,cerro azul,PR
4305132,cerro branco,RS
2402709,cerro cora,RN
4305157,cerro grande,RS
4305173,cerro grande do sul,RS
4305207,cerro largo,RS
4204178,cerro negro,SC
3511607,cesario lange,SP
5205455,cezarina,GO
3116001,chale,MG
4305306,chapada,RS
3116159,chapada gaucha,MG
1705102,chapada da natividade,TO
1704600,chapada de areia,TO
3116100,chapada do norte,MG
5103007,chapada dos guimaraes,MT
2103208,chapadinha,MA
5205471,chapadao do ceu,GO
4204194,chapadao do lageado,SC
5002951,chapadao do sul,MS
4204202,chapeco,SC
3511706,charqueada,SP
4305355,charqueadas,RS
4305371,charrua,RS
2303907,chaval,CE
3557204,chavantes,SP
1502509,chaves,PA
3116209,chiador,MG
4305405,chiapetta,RS
4105409,chopinzinho,PR
2303956,chorozinho,CE
2907707,chorrocho,BA
2303931,choro,CE
1100924,chupinguaia,RO
4305447,chuvisca,RS
4305439,chui,RS
3115904,chacara,MG
2604502,cha grande,PE
2701902,cha preta,AL
2604403,cha de alegria,PE
4105508,cianorte,PR
4105607,cidade gaucha,PR
5205497,cidade ocidental,GO
2103257,cidelandia,MA
4305454,cidreira,RS
3116308,cipotanea,MG
2907905,cipo,BA
4305504,ciriaco,RS
3116407,claraval,MG
3116506,claro dos pocoes,MG
3511904,clementina,SP
4105706,clevelandia,PR
5103056,claudia,MT
3116605,claudio,MG
2908002,coaraci,BA
1301209,coari,AM
2202703,cocal,PI
2202711,cocal de telha,PI
4204251,cocal do sul,SC
2202729,cocal dos alves,PI
5103106,cocalinho,MT
5205513,cocalzinho de goias,GO
2908101,cocos,BA
1301308,codajas,AM
2103307,codo,MA
2103406,coelho neto,MA
3116704,coimbra,MG
2702009,coite do noia,AL
2202737,coivaras,PI
1502608,colares,PA
3201506,colatina,ES
3512001,colina,SP
2103505,colinas,MA
4305587,colinas,RS
5205521,colinas do sul,GO
1705508,colinas do tocantins,TO
1716703,colmeia,TO
5103254,colniza,MT
4105805,colombo,PR
4105904,colorado,PR
4305603,colorado,RS
1100064,colorado do oeste,RO
3116803,coluna,MG
5103205,colider,MT
3512100,colombia,SP
2702108,colonia leopoldina,AL
2202752,colonia do gurgueia,PI
2202778,colonia do piaui,PI
1705557,combinado,TO
3116902,comendador gomes,MG
3300951,comendador levy gasparian,RJ
3117009,comercinho,MG
5103304,comodoro,MT
2504405,conceicao,PB
3117108,conceicao da aparecida,MG
3201605,conceicao da barra,ES
3115201,conceicao da barra de minas,MG
2908200,conceicao da feira,BA
3117306,conceicao das alagoas,MG
3117207,conceicao das pedras,MG
3117405,conceicao de ipanema,MG
3301405,conceicao de macabu,RJ
2908309,conceicao do almeida,BA
1502707,conceicao do araguaia,PA
2202802,conceicao do caninde,PI
3201704,conceicao do castelo,ES
2908408,conceicao do coite,BA
2908507,conceicao do jacuipe,BA
2103554,conceicao do lago acu,MA
3117504,conceicao do mato dentro,MG
3117603,conceicao do para,MG
3117702,conceicao do rio verde,MG
1705607,conceicao do tocantins,TO
3117801,conceicao dos ouros,MG
3512209,conchal,SP
3512308,conchas,SP
4204301,concordia,SC
1502756,concordia do para,PA
2504504,condado,PB
2604601,condado,PE
2504603,conde,PB
2908606,conde,BA
2908705,condeuba,BA
4305702,condor,RS
3117876,confins,MG
5103353,confresa,MT
2504702,congo,PB
3117900,congonhal,MG
3118007,congonhas,MG
3118106,congonhas do norte,MG
4106001,congonhinhas,PR
3118205,conquista,MG
5103361,conquista d oeste,MT
3118304,conselheiro lafaiete,MG
4106100,conselheiro mairinck,PR
3118403,conselheiro pena,MG
3118502,consolacao,MG
4305801,constantina,RS
3118601,contagem,MG
4106209,contenda,PR
2908804,contendas do sincora,BA
3118700,coqueiral,MG
4305835,coqueiro baixo,RS
2702207,coqueiro seco,AL
4305850,coqueiros do sul,RS
3118809,coracao de jesus,MG
2908903,coracao de maria,BA
4106308,corbelia,PR
3301504,cordeiro,RJ
2909000,cordeiros,BA
3512407,cordeiropolis,SP
4204350,cordilheira alta,SC
3118908,cordisburgo,MG
3119005,cordislandia,MG
2304004,coreau,CE
2504801,coremas,PB
5003108,corguinho,MS
2909109,coribe,BA
3119104,corinto,MG
4106407,cornelio procopio,PR
3119203,coroaci,MG
3512506,coroados,SP
2103604,coroata,MA
3119302,coromandel,MG
4305871,coronel barros,RS
4305900,coronel bicaco,RS
4106456,coronel domingos soares,PR
2402808,coronel ezequiel,RN
3119401,coronel fabriciano,MG
4204400,coronel freitas,SC
2202851,coronel jose dias,PI
2402907,coronel joao pessoa,RN
2909208,coronel joao sa,BA
3512605,coronel macedo,SP
4204459,coronel martins,SC
3119500,coronel murta,MG
3119609,coronel pacheco,MG
4305934,coronel pilar,RS
5003157,coronel sapucaia,MS
4106506,coronel vivida,PR
3119708,coronel xavier chaves,MG
4204558,correia pinto,SC
2202901,corrente,PI
2604700,correntes,PE
2909307,correntina,BA
2604809,cortes,PE
3512704,corumbatai,SP
4106555,corumbatai do sul,PR
5205901,corumbaiba,GO
1100072,corumbiara,RO
5003207,corumba,MS
5205802,corumba de goias,GO
4204509,corupa,SC
2702306,coruripe,AL
3512902,cosmorama,SP
3512803,cosmopolis,SP
1100080,costa marques,RO
5003256,costa rica,MS
2909406,cotegipe,BA
3513009,cotia,SP
4305959,cotipora,RS
5103379,cotriguacu,MT
1706001,couto magalhaes,TO
3120102,couto de magalhaes de minas,MG
4305975,coxilha,RS
5003306,coxim,MS
2504850,coxixola,PB
2304103,crateus,CE
2304202,crato,CE
3513108,cravinhos,SP
2909505,cravolandia,BA
2702355,craibas,AL
4204608,criciuma,SC
4306007,crissiumal,RS
3120201,cristais,MG
3513207,cristais paulista,SP
4306056,cristal,RS
4306072,cristal do sul,RS
5206206,cristalina,GO
1706100,cristalandia,TO
2203008,cristalandia do piaui,PI
3120409,cristiano otoni,MG
5206305,cristianopolis,GO
3120508,cristina,MG
2203107,cristino castro,PI
2801702,cristinapolis,SE
3120300,cristalia,MG
2909703,cristopolis,BA
3120151,crisolita,MG
2909604,crisopolis,BA
5206404,crixas,GO
1706258,crixas do tocantins,TO
2304236,croata,CE
5206503,crominia,GO
3120607,crucilandia,MG
2304251,cruz,CE
4306106,cruz alta,RS
4106803,cruz machado,PR
2909802,cruz das almas,BA
2504900,cruz do espirito santo,PB
4306130,cruzaltense,RS
3513405,cruzeiro,SP
3120706,cruzeiro da fortaleza,MG
4106571,cruzeiro do iguacu,PR
4106605,cruzeiro do oeste,PR
1200203,cruzeiro do sul,AC
4106704,cruzeiro do sul,PR
4306205,cruzeiro do sul,RS
2403004,cruzeta,RN
4106852,cruzmaltina,PR
3513306,cruzalia,SP
3120805,cruzilia,MG
2505006,cubati,PB
3513504,cubatao,SP
5103403,cuiaba,MT
2505204,cuitegi,PB
2505105,cuite,PB
2505238,cuite de mamanguape,PB
1100940,cujubim,RO
5206602,cumari,GO
2604908,cumaru,PE
1502764,cumaru do norte,PA
2801900,cumbe,SE
3513603,cunha,SP
4204707,cunha pora,SC
4204756,cunhatai,SC
3120839,cuparaque,MG
2605004,cupira,PE
2909901,curaca,BA
2203206,curimata,PI
1502772,curionopolis,PA
4106902,curitiba,PR
4204806,curitibanos,SC
4107009,curiuva,PR
2203230,currais,PI
2403103,currais novos,RN
2203271,curral novo do piaui,PI
2505303,curral velho,PB
2505279,curral de cima,PB
3120870,curral de dentro,MG
1502806,curralinho,PA
2203255,curralinhos,PI
2103703,cururupu,MA
1502855,curua,PA
1502905,curuca,PA
3120904,curvelo,MG
5103437,curvelandia,MT
2605103,custodia,PE
1600212,cutias,AP
5102504,caceres,MT
3115102,cassia,MG
3510906,cassia dos coqueiros,SP
4304309,candido godoi,RS
2102606,candido mendes,MA
3510005,candido mota,SP
3510104,candido rodrigues,SP
2906709,candido sales,BA
4104402,candido de abreu,PR
4105300,ceu azul,PR
2907806,cicero dantas,BA
3119807,corrego danta,MG
3119955,corrego fundo,MG
3120003,corrego novo,MG
3119906,corrego do bom jesus,MG
5205703,corrego do ouro,GO
3117836,conego marinho,MG
5206701,damianopolis,GO
2505352,damiao,PB
5206800,damolandia,GO
1706506,darcinopolis,TO
3121001,datas,MG
4306304,david canabarro,RS
2103752,davinopolis,MA
5206909,davinopolis,GO
3121100,delfim moreira,MG
3121209,delfinopolis,MG
2702405,delmiro gouveia,AL
3121258,delta,MG
2203305,demerval lobao,PI
5103452,denise,MT
5003454,deodapolis,MS
2304269,deputado irapuan pinheiro,CE
4306320,derrubadas,RS
3513702,descalvado,SP
4204905,descanso,SC
3121308,descoberto,MG
2505402,desterro,PB
3121407,desterro de entre rios,MG
3121506,desterro do melo,MG
4306353,dezesseis de novembro,RS
3513801,diadema,SP
2505600,diamante,PB
4107157,diamante d oeste,PR
4107108,diamante do norte,PR
4107124,diamante do sul,PR
3121605,diamantina,MG
5103502,diamantino,MT
1707009,dianopolis,TO
2910057,dias d avila,BA
4306379,dilermando de aguiar,RS
3121704,diogo de vasconcelos,MG
3121803,dionisio,MG
4205001,dionisio cerqueira,SC
5207105,diorama,GO
3513850,dirce reis,SP
2203354,dirceu arcoverde,PI
2802007,divina pastora,SE
3122009,divino,MG
3122108,divino das laranjeiras,MG
3201803,divino de sao lourenco,ES
3513900,divinolandia,SP
3122207,divinolandia de minas,MG
3121902,divinesia,MG
3122306,divinopolis,MG
5208301,divinopolis de goias,GO
1707108,divinopolis do tocantins,TO
3122355,divisa alegre,MG
3122405,divisa nova,MG
3122454,divisopolis,MG
3514007,dobrada,SP
3514106,dois corregos,SP
4306403,dois irmaos,RS
4306429,dois irmaos das missoes,RS
5003488,dois irmaos do buriti,MS
1707207,dois irmaos do tocantins,TO
4306452,dois lajeados,RS
2702504,dois riachos,AL
4107207,dois vizinhos,PR
3514205,dolcinopolis,SP
5103601,dom aquino,MT
2910107,dom basilio,BA
3122470,dom bosco,MG
3122504,dom cavati,MG
1502939,dom eliseu,PA
2203404,dom expedito lopes,PI
4306502,dom feliciano,RS
2203453,dom inocencio,PI
3122603,dom joaquim,MG
2910206,dom macedo costa,BA
4306601,dom pedrito,RS
2103802,dom pedro,MA
4306551,dom pedro de alcantara,RS
3122702,dom silverio,MG
3122801,dom vicoso,MG
3201902,domingos martins,ES
2203420,domingos mourao,PI
4205100,dona emma,SC
3122900,dona euzebia,MG
4306700,dona francisca,RS
2505709,dona ines,PB
3123007,dores de campos,MG
3123106,dores de guanhaes,MG
3123205,dores do indaia,MG
3202009,dores do rio preto,ES
3123304,dores do turvo,MG
3123403,doresopolis,MG
2605152,dormentes,PE
4107256,douradina,PR
5003504,douradina,MS
3514304,dourado,SP
3123502,douradoquara,MG
5003702,dourados,MS
4107306,doutor camargo,PR
4306734,doutor mauricio cardoso,RS
4205159,doutor pedrinho,SC
4306759,doutor ricardo,RS
2403202,doutor severiano,RN
4128633,doutor ulysses,PR
5207253,doverlandia,GO
3514403,dracena,SP
3514502,duartina,SP
3301603,duas barras,RJ
2505808,duas estradas,PB
1707306,duere,TO
3514601,dumont,SP
2103901,duque bacelar,MA
3301702,duque de caxias,RJ
3123528,durande,MG
2910008,dario meira,BA
3514700,echapora,SP
3202108,ecoporanga,ES
5207352,edealina,GO
5207402,edeia,GO
1301407,eirunepe,AM
3514809,eldorado,SP
5003751,eldorado,MS
1502954,eldorado do carajas,PA
4306767,eldorado do sul,RS
2203503,elesbao veloso,PI
3514908,elias fausto,SP
2203602,eliseu martins,PI
3514924,elisiario,SP
2910305,elisio medrado,BA
3123601,eloi mendes,MG
2505907,emas,PB
3514957,embauba,SP
3515004,embu das artes,SP
3515103,embu guacu,SP
3515129,emilianopolis,SP
4306809,encantado,RS
2403301,encanto,RN
2910404,encruzilhada,BA
4306908,encruzilhada do sul,RS
4107504,engenheiro beltrao,PR
3123700,engenheiro caldas,MG
3515152,engenheiro coelho,SP
3123809,engenheiro navarro,MG
3301801,engenheiro paulo de frontin,RJ
4306924,engenho velho,RS
3123858,entre folhas,MG
2910503,entre rios,BA
4205175,entre rios,SC
3123908,entre rios de minas,MG
4107538,entre rios do oeste,PR
4306957,entre rios do sul,RS
4306932,entre ijuis,RS
1301506,envira,AM
4107405,eneas marques,PR
1200252,epitaciolandia,AC
2403400,equador,RN
4306973,erebango,RS
4307005,erechim,RS
2304277,erere,CE
4205191,ermo,SC
4307054,ernestina,RS
4307203,erval grande,RS
4307302,erval seco,RS
4205209,erval velho,SC
3124005,ervalia,MG
2605202,escada,PE
4307401,esmeralda,RS
3124104,esmeraldas,MG
3124203,espera feliz,MG
1707405,esperantina,TO
2203701,esperantina,PI
2104008,esperantinopolis,MA
2506004,esperanca,PB
4107520,esperanca nova,PR
4307450,esperanca do sul,RS
4107546,espigao alto do iguacu,PR
1100098,espigao d oeste,RO
3124302,espinosa,MG
2910602,esplanada,BA
4307500,espumoso,RS
2403509,espirito santo,RN
3124401,espirito santo do dourado,MG
3515186,espirito santo do pinhal,SP
3515194,espirito santo do turvo,SP
4307559,estacao,RS
4307708,esteio,RS
3124500,estiva,MG
3557303,estiva gerbi,SP
2104057,estreito,MA
4307807,estrela,RS
3124609,estrela dalva,MG
4307815,estrela velha,RS
3515202,estrela d oeste,SP
2702553,estrela de alagoas,AL
3124708,estrela do indaia,MG
3515301,estrela do norte,SP
5207501,estrela do norte,GO
3124807,estrela do sul,MG
2802106,estancia,SE
4307609,estancia velha,RS
2910701,euclides da cunha,BA
3515350,euclides da cunha paulista,SP
3124906,eugenopolis,MG
4307831,eugenio de castro,RS
2910727,eunapolis,BA
2304285,eusebio,CE
3125002,ewbank da camara,MG
3125101,extrema,MG
2403608,extremoz,RN
2605301,exu,PE
2506103,fagundes,PB
4307864,fagundes varela,RS
5207535,faina,GO
3125200,fama,MG
3125309,faria lemos,MG
2304301,farias brito,CE
1503002,faro,PA
4107553,farol,PR
4307906,farroupilha,RS
3515400,fartura,SP
2203750,fartura do piaui,PI
4107603,faxinal,PR
4308003,faxinal do soturno,RS
4205308,faxinal dos guedes,SC
4308052,faxinalzinho,RS
5207600,fazenda nova,GO
4107652,fazenda rio grande,PR
4308078,fazenda vilanova,RS
1200302,feijo,AC
2702603,feira grande,AL
2605400,feira nova,PE
2802205,feira nova,SE
2104073,feira nova do maranhao,MA
2910776,feira da mata,BA
2910800,feira de santana,BA
2403707,felipe guerra,RN
3125606,felisburgo,MG
3125705,felixlandia,MG
4308102,feliz,RS
2702702,feliz deserto,AL
5103700,feliz natal,MT
3125408,felicio dos santos,MG
4107736,fernandes pinheiro,PR
3125804,fernandes tourinho,MG
2104081,fernando falcao,MA
2403756,fernando pedroza,RN
3515608,fernando prestes,SP
2605459,fernando de noronha,PE
3515509,fernandopolis,SP
3515657,fernao,SP
3515707,ferraz de vasconcelos,SP
1600238,ferreira gomes,AP
2605509,ferreiros,PE
3125903,ferros,MG
3125952,fervedouro,MG
4107751,figueira,PR
5003900,figueirao,MS
1707652,figueiropolis,TO
5103809,figueiropolis d oeste,MT
1707702,filadelfia,TO
2910859,filadelfia,BA
2910909,firmino alves,BA
5207808,firminopolis,GO
2702801,flexeiras,AL
4107850,flor da serra do sul,PR
4205357,flor do sertao,SC
3515806,flora rica,SP
4107801,florai,PR
3515905,floreal,SP
2605608,flores,PE
4308201,flores da cunha,RS
5207907,flores de goias,GO
2203800,flores do piaui,PI
2605707,floresta,PE
4107900,floresta,PR
2911006,floresta azul,BA
1503044,floresta do araguaia,PA
2203859,floresta do piaui,PI
3126000,florestal,MG
4108007,florestopolis,PR
2203909,floriano,PI
4308250,floriano peixoto,RS
4205407,florianopolis,SC
2403806,florania,RN
3516101,florinea,SP
4108106,florida,PR
3516002,florida paulista,SP
1301605,fonte boa,AM
4308300,fontoura xavier,RS
3126109,formiga,MG
4308409,formigueiro,RS
5208004,formosa,GO
2104099,formosa da serra negra,MA
4108205,formosa do oeste,PR
2911105,formosa do rio preto,BA
4205431,formosa do sul,SC
3126208,formoso,MG
5208103,formoso,GO
1708205,formoso do araguaia,TO
4308433,forquetinha,RS
2304350,forquilha,CE
4205456,forquilhinha,SC
2304400,fortaleza,CE
3126307,fortaleza de minas,MG
2104107,fortaleza dos nogueiras,MA
4308458,fortaleza dos valos,RS
2304459,fortim,CE
2104206,fortuna,MA
3126406,fortuna de minas,MG
4108304,foz do iguacu,PR
4108452,foz do jordao,PR
4205506,fraiburgo,SC
3516200,franca,SP
2204006,francinopolis,PI
4108320,francisco alves,PR
2204105,francisco ayres,PI
3126505,francisco badaro,MG
4108403,francisco beltrao,PR
2403905,francisco dantas,RN
3126604,francisco dumont,MG
2204154,francisco macedo,PI
3516309,francisco morato,SP
2204204,francisco santos,PI
3126703,francisco sa,MG
3126752,franciscopolis,MG
3516408,franco da rocha,SP
2304509,frecheirinha,CE
4308508,frederico westphalen,RS
3126802,frei gaspar,MG
3126901,frei inocencio,MG
3126950,frei lagonegro,MG
2506202,frei martinho,PB
2605806,frei miguelinho,PE
2802304,frei paulo,SE
4205555,frei rogerio,SC
3127008,fronteira,MG
3127057,fronteira dos vales,MG
2204303,fronteiras,PI
3127073,fruta de leite,MG
3127107,frutal,MG
2404002,frutuoso gomes,RN
3202207,fundao,ES
3127206,funilandia,MG
1707553,fatima,TO
2910750,fatima,BA
5003801,fatima do sul,MS
4107702,fenix,PR
3516507,gabriel monteiro,SP
2506251,gado bravo,PB
3127305,galileia,MG
2404101,galinhos,RN
4205605,galvao,SC
2605905,gameleira,PE
5208152,gameleira de goias,GO
3127339,gameleiras,MG
2911204,gandu,BA
2606002,garanhuns,PE
2802403,gararu,SE
4308607,garibaldi,RS
4205704,garopaba,SC
1503077,garrafao do norte,PA
4308656,garruchos,RS
4205803,garuva,SC
3516705,garca,SP
4205902,gaspar,SC
3516804,gastao vidigal,SP
4308706,gaurama,RS
2911253,gaviao,BA
3516853,gaviao peixoto,SP
5103858,gaucha do norte,MT
2204352,geminiano,PI
4108502,general carneiro,PR
5103908,general carneiro,MT
4308805,general camara,RS
2802502,general maynard,SE
3516903,general salgado,SP
2304608,general sampaio,CE
4308854,gentil,RS
2911303,gentio do ouro,BA
3517000,getulina,SP
4308904,getulio vargas,RS
2204402,gilbues,PI
2702900,girau do ponciano,AL
4309001,girua,RS
3127354,glaucilandia,MG
3517109,glicerio,SP
4309050,glorinha,RS
2911402,gloria,BA
5103957,gloria d oeste,MT
5004007,gloria de dourados,MS
2606101,gloria do goita,PE
2104305,godofredo viana,MA
4108551,godoy moreira,PR
3127370,goiabeira,MG
2606200,goiana,PE
5208509,goiandira,GO
2404200,goianinha,RN
5208806,goianira,GO
1708304,goianorte,TO
3127388,goiana,MG
5208400,goianapolis,GO
5208608,goianesia,GO
1503093,goianesia do para,PA
1709005,goiatins,TO
5209101,goiatuba,GO
4108601,goioere,PR
4108650,goioxim,PR
5208905,goias,GO
5208707,goiania,GO
2911501,gongogi,BA
3127503,gonzaga,MG
3127404,goncalves,MG
2104404,goncalves dias,MA
3127602,gouveia,MG
5209150,gouvelandia,GO
2104503,governador archer,MA
4206009,governador celso ramos,SC
2404309,governador dix sept rosado,RN
2104552,governador edison lobao,MA
2104602,governador eugenio barros,MA
1101005,governador jorge teixeira,RO
3202256,governador lindenberg,ES
2104628,governador luiz rocha,MA
2911600,governador mangabeira,BA
2104651,governador newton bello,MA
2104677,governador nunes freire,MA
3127701,governador valadares,MG
2802601,gracho cardoso,SE
2104800,grajau,MA
4309100,gramado,RS
4309159,gramado xavier,RS
4309126,gramado dos loureiros,RS
4108700,grandes rios,PR
2606309,granito,PE
2304707,granja,CE
2304806,granjeiro,CE
4206207,gravatal,SC
4309209,gravatai,RS
2606408,gravata,PE
2304657,graca,CE
2104701,graca aranha,MA
2304905,groairas,CE
2404408,grossos,RN
3127909,grupiara,MG
3127800,grao mogol,MG
4206108,grao para,SC
4309258,guabiju,RS
4206306,guabiruba,SC
2204501,guadalupe,PI
3517307,guaimbe,SP
4108908,guairaca,PR
3517208,guaicara,SP
2304954,guaiuba,CE
1301654,guajara,AM
1100106,guajara mirim,RO
2911659,guajeru,BA
2404507,guamare,RN
4108957,guamiranga,PR
2911709,guanambi,BA
3128006,guanhaes,MG
3517604,guapiara,SP
3517505,guapiacu,SP
3301850,guapimirim,RJ
4109005,guapirama,PR
4109104,guaporema,PR
4309407,guapore,RS
3128105,guape,MG
5209200,guapo,GO
2506301,guarabira,PB
3517901,guaraci,SP
4109203,guaraci,PR
3128204,guaraciaba,MG
4206405,guaraciaba,SC
2305001,guaraciaba do norte,CE
3128253,guaraciama,MG
2305100,guaramiranga,CE
4206504,guaramirim,SC
3128402,guarani,MG
3518008,guarani d oeste,SP
4309506,guarani das missoes,RS
5209408,guarani de goias,GO
4109302,guaraniacu,PR
3518107,guaranta,SP
5104104,guaranta do norte,MT
3128303,guaranesia,MG
3202405,guarapari,ES
4109401,guarapuava,PR
4109500,guaraquecaba,PR
3518206,guararapes,SP
3518305,guararema,SP
3128501,guarara,MG
2911808,guaratinga,BA
3518404,guaratingueta,SP
4109609,guaratuba,PR
3517802,guaracai,SP
1709302,guarai,TO
5209291,guaraita,GO
3128600,guarda mor,MG
3518503,guarei,SP
3518602,guariba,SP
2204550,guaribas,PI
5209457,guarinos,GO
3518701,guaruja,SP
4206603,guaruja do sul,SC
3518800,guarulhos,SP
3517703,guara,SP
4206652,guatambu,SC
3518859,guatapara,SP
3128709,guaxupe,MG
3202306,guacui,ES
4309308,guaiba,RS
3517406,guaira,SP
4108809,guaira,PR
5004106,guia lopes da laguna,MS
3128808,guidoval,MG
3128907,guimarania,MG
2104909,guimaraes,MA
5104203,guiratinga,MT
3129004,guiricema,MG
3129103,gurinhata,MG
2506400,gurinhem,PB
2506509,gurjao,PB
1709500,gurupi,TO
1503101,gurupa,PA
3518909,guzolandia,SP
3516606,galia,SP
4309555,harmonia,RS
5209606,heitorai,GO
3129202,heliodora,MG
2911857,heliopolis,BA
3519006,herculandia,SP
4307104,herval,RS
4206702,herval d oeste,SC
4309571,herveiras,RS
5209804,hidrolina,GO
2305209,hidrolandia,CE
5209705,hidrolandia,GO
3519055,holambra,SP
4109658,honorio serpa,PR
2305233,horizonte,CE
4309605,horizontina,RS
3519071,hortolandia,SP
2204600,hugo napoleao,PI
4309654,hulha negra,RS
1301704,humaita,AM
4309704,humaita,RS
2105005,humberto de campos,MA
3519105,iacanga,SP
5209903,iaciara,GO
3519204,iacri,SP
3129301,iapu,MG
3519253,iaras,SP
2606507,iati,PE
2911907,iacu,BA
4109708,ibaiti,PR
4309753,ibarama,RS
2305266,ibaretama,CE
2703007,ibateguara,AL
3202454,ibatiba,ES
3519303,ibate,SP
4109757,ibema,PR
3129400,ibertioga,MG
4206751,ibiam,SC
2305308,ibiapina,CE
2506608,ibiara,PB
2912004,ibiassuce,BA
4309803,ibiaca,RS
3129608,ibiai,MG
2912103,ibicarai,BA
4206801,ibicare,SC
2912202,ibicoara,BA
2305332,ibicuitinga,CE
2912301,ibicui,BA
2606606,ibimirim,PE
2912400,ibipeba,BA
2912509,ibipitanga,BA
4109807,ibipora,PR
2912608,ibiquera,BA
3129657,ibiracatu,MG
3129707,ibiraci,MG
4309902,ibiraiaras,RS
2606705,ibirajuba,PE
4206900,ibirama,SC
2912707,ibirapitanga,BA
4309951,ibirapuita,RS
2912806,ibirapua,BA
3519501,ibirarema,SP
2912905,ibirataia,BA
3202504,ibiracu,ES
3129806,ibirite,MG
4310009,ibiruba,RS
3519402,ibira,SP
2913002,ibitiara,BA
3519600,ibitinga,SP
3202553,ibitirama,ES
2913101,ibitita,BA
3129905,ibitiura de minas,MG
3130002,ibituruna,MG
3129509,ibia,MG
3519709,ibiuna,SP
2913200,ibotirama,BA
2305357,icapui,CE
3130051,icarai de minas,MG
4109906,icaraima,PR
2105104,icatu,MA
2913309,ichu,BA
3202603,iconha,ES
3519808,icem,SP
2305407,ico,CE
2404606,ielmo marinho,RN
3519907,iepe,SP
2703106,igaci,AL
2913408,igapora,BA
2502607,igaracy,PB
3520103,igarapava,SP
3130101,igarape,MG
2105203,igarape grande,MA
2105153,igarape do meio,MA
1503200,igarape acu,PA
1503309,igarape miri,PA
2606804,igarassu,PE
3130200,igaratinga,MG
3520202,igarata,SP
3520004,igaracu do tiete,SP
2913457,igrapiuna,BA
2703205,igreja nova,AL
4310108,igrejinha,RS
3301876,iguaba grande,RJ
3520301,iguape,SP
2606903,iguaracy,PE
4110003,iguaracu,PR
3130309,iguatama,MG
5004304,iguatemi,MS
2305506,iguatu,CE
4110052,iguatu,PR
2913507,iguai,BA
3130408,ijaci,MG
4310207,ijui,RS
3520426,ilha comprida,SP
2204659,ilha grande,PI
3520442,ilha solteira,SP
2802700,ilha das flores,SE
2607604,ilha de itamaraca,PE
3520400,ilhabela,SP
4207106,ilhota,SC
2913606,ilheus,BA
3130507,ilicinea,MG
4310306,ilopolis,RS
2506707,imaculada,PB
4207205,imarui,SC
4110078,imbau,PR
4207304,imbituba,SC
4110102,imbituva,PR
4207403,imbuia,SC
4310330,imbe,RS
3130556,imbe de minas,MG
4310363,imigrante,RS
2105302,imperatriz,MA
5209937,inaciolandia,GO
2607000,inaja,PE
